"MISSION","SETNO","SDATE","DMIN","DMAX","SURFACE_TEMPERATURE","BOTTOM_TEMPERATURE","LATITUDE","LONGITUDE","YEAR","XTYPE","XTYPEDESC","SPEC","TOTWGT","TOTNO","COMM"
"NED2017020",36,"2017-07-08 09:33:00",45,50,10.07,8.01,43.9913333333333,-66.552,2017,1,"Stratified random survey set",30,6.58,2,"HALIBUT(ATLANTIC)"
"NED2014102",15,"2014-03-11 21:02:00",43,45,NA,NA,42.7935,-65.962,2014,5,"Comparative fishing experiment",30,1.072,3,"HALIBUT(ATLANTIC)"
"NED2017020",50,"2017-07-09 21:10:00",37,38,9.75,9.59,45.0378333333333,-65.285,2017,1,"Stratified random survey set",30,48.58,3,"HALIBUT(ATLANTIC)"
"NED2010027",129,"2010-07-23 20:49:00",66,74,16.52,3.53,45.619,-58.7101666666667,2010,1,"Stratified random survey set",30,2.29,1,"HALIBUT(ATLANTIC)"
"NED2016016",156,"2016-07-27 18:17:00",17,17,17.1,7.3,44.7665,-57.6093333333333,2016,1,"Stratified random survey set",30,4.08,3,"HALIBUT(ATLANTIC)"
"NED2012022",21,"2012-07-07 04:05:00",59,60,15.85,10.46,43.0486666666667,-62.8046666666667,2012,1,"Stratified random survey set",30,3.71,1,"HALIBUT(ATLANTIC)"
"NED2014018",106,"2014-07-30 11:23:00",49,50,NA,NA,43.48,-61.9783333333333,2014,1,"Stratified random survey set",30,5.47,1,"HALIBUT(ATLANTIC)"
"NED2015017",50,"2015-07-07 19:31:00",85,87,12.74,6.89,42.9356666666667,-65.2895,2015,1,"Stratified random survey set",30,4.62,1,"HALIBUT(ATLANTIC)"
"NED2010027",83,"2010-07-17 01:15:00",66,67,18.06,10.13,42.7731666666667,-64.2731666666667,2010,1,"Stratified random survey set",30,2.248,3,"HALIBUT(ATLANTIC)"
"NED2012022",31,"2012-07-08 00:04:00",46,49,15.64,8.17,43.4366666666667,-61.9168333333333,2012,1,"Stratified random survey set",30,14.11,1,"HALIBUT(ATLANTIC)"
"TEL2017002",48,"2017-03-27 10:31:00",44,48,NA,NA,41.9983333333333,-66.48,2017,1,"Stratified random survey set",30,21.51,1,"HALIBUT(ATLANTIC)"
"NED2015017",22,"2015-07-02 04:48:00",42,47,11.63,6.05,43.5525,-62.3741666666667,2015,1,"Stratified random survey set",30,0.486,1,"HALIBUT(ATLANTIC)"
"NED2013022",217,"2013-07-29 09:19:00",85,101,17.25,2.35,45.5965,-60.0276666666667,2013,1,"Stratified random survey set",30,18.79,1,"HALIBUT(ATLANTIC)"
"TEL2018023",69,"2018-07-23 22:13:00",42,44,11.1,10.5,45.0603333333333,-65.5738333333333,2018,1,"Stratified random survey set",30,7.65,1,"HALIBUT(ATLANTIC)"
"NED2010027",76,"2010-07-16 07:18:00",48,51,14.67,7.31,42.4315,-65.5933333333333,2010,1,"Stratified random survey set",30,12.66,16,"HALIBUT(ATLANTIC)"
"NED2015017",141,"2015-08-06 09:16:00",22,24,18.44,7.49,44.054,-60.2463333333333,2015,1,"Stratified random survey set",30,0.708,1,"HALIBUT(ATLANTIC)"
"TEL2016003",20,"2016-03-16 23:15:00",69,71,NA,NA,42.6991666666667,-64.4958333333333,2016,1,"Stratified random survey set",30,1.42,2,"HALIBUT(ATLANTIC)"
"NED2015017",97,"2015-07-13 00:43:00",57,60,13.79,7.01,43.6423333333333,-66.834,2015,1,"Stratified random survey set",30,20.72,12,"HALIBUT(ATLANTIC)"
"NED2010027",215,"2010-08-06 00:40:00",463,519,NA,NA,43.1215,-61.0016666666667,2010,1,"Stratified random survey set",30,8.92,1,"HALIBUT(ATLANTIC)"
"NED2015017",82,"2015-07-11 09:11:00",44,47,9.99,8.95,44.96,-65.5798333333333,2015,1,"Stratified random survey set",30,20.37,2,"HALIBUT(ATLANTIC)"
"TEL2017002",44,"2017-03-27 02:35:00",51,52,3,6.9,42.0623333333333,-66.117,2017,1,"Stratified random survey set",30,2.325,1,"HALIBUT(ATLANTIC)"
"NED2015017",96,"2015-07-12 23:09:00",71,75,NA,NA,43.8396666666667,-66.856,2015,1,"Stratified random survey set",30,1.67,1,"HALIBUT(ATLANTIC)"
"NED2014018",10,"2014-07-12 21:32:00",58,60,11.11,6.49,43.278,-64.7248333333333,2014,1,"Stratified random survey set",30,17.36,11,"HALIBUT(ATLANTIC)"
"NED2012022",54,"2012-07-11 12:09:00",63,66,14.27,9.27,42.7908333333333,-65.6968333333333,2012,1,"Stratified random survey set",30,10.33,8,"HALIBUT(ATLANTIC)"
"NED2012002",114,"2012-03-12 20:39:00",121,123,5.82,8.19,42.2566666666667,-65.8693333333333,2012,1,"Stratified random survey set",30,5.68,1,"HALIBUT(ATLANTIC)"
"NED2017020",188,"2017-07-28 04:54:00",80,84,6.1,2.05,44.8255,-58.3463333333333,2017,1,"Stratified random survey set",30,49.37,10,"HALIBUT(ATLANTIC)"
"NED2013022",82,"2013-07-11 14:32:00",60,70,11.94,7.89,43.5658333333333,-66.5826666666667,2013,1,"Stratified random survey set",30,7.91,1,"HALIBUT(ATLANTIC)"
"NED2014101",36,"2014-03-18 21:30:00",92,96,NA,NA,43.8118333333333,-67.2235,2014,1,"Stratified random survey set",30,11.12,2,"HALIBUT(ATLANTIC)"
"NED2017020",210,"2017-08-02 12:09:00",71,77,16.78,6.69,44.2593333333333,-59.4538333333333,2017,1,"Stratified random survey set",30,0.756,1,"HALIBUT(ATLANTIC)"
"NED2010027",213,"2010-08-05 12:08:00",191,284,19.42,8.68,43.5335,-59.8355,2010,1,"Stratified random survey set",30,29.6,5,"HALIBUT(ATLANTIC)"
"TEL2016003",23,"2016-03-17 07:22:00",48,49,NA,NA,42.9305,-64.7866666666667,2016,1,"Stratified random survey set",30,0.78,1,"HALIBUT(ATLANTIC)"
"NED2013022",158,"2013-07-21 04:16:00",120,122,15.77,3.08,44.6446666666667,-59.707,2013,1,"Stratified random survey set",30,2.48,1,"HALIBUT(ATLANTIC)"
"NED2016016",234,"2016-08-08 12:00:00",27,30,20.2,6,43.856,-61.5558333333333,2016,1,"Stratified random survey set",30,4.68,1,"HALIBUT(ATLANTIC)"
"NED2013022",110,"2013-07-16 10:39:00",54,54,18.48,7.11,43.254,-62.6816666666667,2013,1,"Stratified random survey set",30,0.778,1,"HALIBUT(ATLANTIC)"
"NED2012002",108,"2012-03-12 06:09:00",55,57,3.52,5.11,42.7473333333333,-65.5381666666667,2012,1,"Stratified random survey set",30,1.48,2,"HALIBUT(ATLANTIC)"
"NED2011002",9,"2011-02-22 21:58:00",52,52,NA,NA,42.0535,-66.087,2011,1,"Stratified random survey set",30,0.038,1,"HALIBUT(ATLANTIC)"
"NED2017020",29,"2017-07-07 05:06:00",66,69,10.59,10.19,42.8693333333333,-65.6486666666667,2017,1,"Stratified random survey set",30,0.782,1,"HALIBUT(ATLANTIC)"
"NED2012002",105,"2012-03-11 21:33:00",46,48,3,5.86,42.9253333333333,-64.7118333333333,2012,1,"Stratified random survey set",30,27.78,1,"HALIBUT(ATLANTIC)"
"NED2015017",61,"2015-07-09 01:54:00",36,38,9.47,7.44,42.6401666666667,-66.0828333333333,2015,1,"Stratified random survey set",30,18.85,5,"HALIBUT(ATLANTIC)"
"NED2017020",207,"2017-08-02 04:45:00",98,112,17.73,5.9,44.1808333333333,-60.2793333333333,2017,1,"Stratified random survey set",30,5.64,1,"HALIBUT(ATLANTIC)"
"NED2016016",194,"2016-08-04 02:32:00",62,64,NA,NA,42.8041666666667,-65.2031666666667,2016,1,"Stratified random survey set",30,3.55,2,"HALIBUT(ATLANTIC)"
"TEL2018023",37,"2018-07-19 17:47:00",50,51,16.2,5.3,42.6175,-65.3345,2018,1,"Stratified random survey set",30,18.42,6,"HALIBUT(ATLANTIC)"
"NED2013028",24,"2013-08-02 19:43:00",89,94,NA,NA,44.2631666666667,-60.4126666666667,2013,5,"Comparative fishing experiment",30,38.78,1,"HALIBUT(ATLANTIC)"
"NED2010002",68,"2010-03-28 00:39:00",58,60,NA,NA,43.355,-62.9883333333333,2010,1,"Stratified random survey set",30,6.68,3,"HALIBUT(ATLANTIC)"
"NED2010027",33,"2010-07-10 10:34:00",38,39,16.85,8.73,42.6213333333333,-66.2531666666667,2010,1,"Stratified random survey set",30,6.89,11,"HALIBUT(ATLANTIC)"
"NED2011025",252,"2011-08-05 01:29:00",79,87,15.31,5.85,44.3011666666667,-59.1128333333333,2011,1,"Stratified random survey set",30,4.06,4,"HALIBUT(ATLANTIC)"
"NED2013028",55,"2013-08-08 09:55:00",84,85,NA,NA,42.9478333333333,-65.0871666666667,2013,5,"Comparative fishing experiment",30,1.942,1,"HALIBUT(ATLANTIC)"
"NED2017020",32,"2017-07-08 00:21:00",80,83,13.71,7.88,43.7483333333333,-66.8191666666667,2017,1,"Stratified random survey set",30,5.6,1,"HALIBUT(ATLANTIC)"
"NED2012002",142,"2012-03-16 08:49:00",80,86,4.8,9.47,43.1845,-63.6503333333333,2012,1,"Stratified random survey set",30,2.04,1,"HALIBUT(ATLANTIC)"
"NED2015017",177,"2015-08-10 09:25:00",81,83,16.72,4.82,46.4443333333333,-59.3053333333333,2015,1,"Stratified random survey set",30,8,1,"HALIBUT(ATLANTIC)"
"NED2012022",52,"2012-07-11 07:47:00",48,49,13.12,9.49,42.6746666666667,-65.8681666666667,2012,1,"Stratified random survey set",30,13.33,6,"HALIBUT(ATLANTIC)"
"NED2011025",263,"2011-08-06 04:56:00",65,67,17.2,9.59,43.6866666666667,-59.6,2011,1,"Stratified random survey set",30,14.77,6,"HALIBUT(ATLANTIC)"
"NED2011002",44,"2011-03-03 16:12:00",68,78,NA,NA,42.0586666666667,-66.0151666666667,2011,1,"Stratified random survey set",30,3.42,1,"HALIBUT(ATLANTIC)"
"NED2012022",180,"2012-07-30 00:28:00",79,87,18.2,4.74,46.1538333333333,-58.849,2012,1,"Stratified random survey set",30,46.64,2,"HALIBUT(ATLANTIC)"
"NED2013028",111,"2013-08-12 12:45:00",53,54,NA,NA,42.731,-65.0853333333333,2013,5,"Comparative fishing experiment",30,10.18,1,"HALIBUT(ATLANTIC)"
"NED2011025",200,"2011-07-30 18:52:00",149,154,15.83,5.94,46.9333333333333,-59.8548333333333,2011,1,"Stratified random survey set",30,9.69,2,"HALIBUT(ATLANTIC)"
"NED2013028",87,"2013-08-11 02:51:00",120,120,NA,NA,42.5615,-66.6288333333333,2013,5,"Comparative fishing experiment",30,6.03,1,"HALIBUT(ATLANTIC)"
"NED2014102",17,"2014-03-12 05:20:00",35,38,NA,NA,42.6803333333333,-66.0983333333333,2014,5,"Comparative fishing experiment",30,0.424,5,"HALIBUT(ATLANTIC)"
"NED2012022",143,"2012-07-21 08:23:00",49,51,18.38,8.86,43.9813333333333,-62.3668333333333,2012,1,"Stratified random survey set",30,3.86,1,"HALIBUT(ATLANTIC)"
"NED2015017",69,"2015-07-10 00:39:00",38,40,9.23,7.85,43.7936666666667,-66.3998333333333,2015,1,"Stratified random survey set",30,2.102,4,"HALIBUT(ATLANTIC)"
"NED2015017",93,"2015-07-12 13:03:00",92,97,9.49,7.24,44.5035,-66.55,2015,1,"Stratified random survey set",30,30.9,1,"HALIBUT(ATLANTIC)"
"TEL2018023",23,"2018-07-16 13:08:00",57,60,15.2,7.7,43.3546666666667,-63.9445,2018,1,"Stratified random survey set",30,3.7,2,"HALIBUT(ATLANTIC)"
"NED2010002",55,"2010-03-18 04:58:00",98,101,1.24,7.05,44.329,-57.7883333333333,2010,1,"Stratified random survey set",30,19.75,9,"HALIBUT(ATLANTIC)"
"NED2011025",132,"2011-07-19 18:12:00",36,38,12.29,4.67,43.4676666666667,-61.1791666666667,2011,1,"Stratified random survey set",30,1.68,1,"HALIBUT(ATLANTIC)"
"NED2017020",49,"2017-07-09 18:17:00",37,39,10.1,9.92,44.9261666666667,-65.4718333333333,2017,1,"Stratified random survey set",30,6.97,1,"HALIBUT(ATLANTIC)"
"NED2011025",152,"2011-07-21 10:42:00",84,122,12.97,3.2,44.6625,-60.233,2011,1,"Stratified random survey set",30,8.39,1,"HALIBUT(ATLANTIC)"
"NED2016016",174,"2016-07-29 10:32:00",63,80,17.6,4.8,44.4128333333333,-59.371,2016,1,"Stratified random survey set",30,45.75,20,"HALIBUT(ATLANTIC)"
"NED2011025",228,"2011-08-02 18:38:00",131,170,15.35,4.88,44.3626666666667,-57.5008333333333,2011,1,"Stratified random survey set",30,5.12,2,"HALIBUT(ATLANTIC)"
"NED2015017",19,"2015-07-01 21:19:00",48,49,11.63,6.86,43.343,-61.8325,2015,1,"Stratified random survey set",30,5.73,2,"HALIBUT(ATLANTIC)"
"NED2016016",97,"2016-07-20 18:07:00",65,75,16.2,10.1,44.5838333333333,-62.3798333333333,2016,1,"Stratified random survey set",30,3.79,3,"HALIBUT(ATLANTIC)"
"NED2012022",86,"2012-07-15 00:08:00",30,36,13.33,9.68,44.9841666666667,-66.7426666666667,2012,1,"Stratified random survey set",30,21.98,5,"HALIBUT(ATLANTIC)"
"NED2015017",227,"2015-08-16 03:11:00",52,54,18.16,8.78,43.4341666666667,-60.6873333333333,2015,1,"Stratified random survey set",30,0.78,2,"HALIBUT(ATLANTIC)"
"NED2013028",110,"2013-08-12 11:02:00",59,60,NA,NA,42.519,-65.1671666666667,2013,5,"Comparative fishing experiment",30,6.56,1,"HALIBUT(ATLANTIC)"
"TEL2016002",48,"2016-03-03 12:31:00",150,157,NA,NA,42.3206666666667,-66.4776666666667,2016,1,"Stratified random survey set",30,1.7,1,"HALIBUT(ATLANTIC)"
"NED2011025",28,"2011-07-08 17:33:00",54,54,13.72,5.31,42.5253333333333,-65.4618333333333,2011,1,"Stratified random survey set",30,23.18,21,"HALIBUT(ATLANTIC)"
"TEL2016003",50,"2016-03-20 23:47:00",103,109,NA,NA,43.5971666666667,-67.0778333333333,2016,1,"Stratified random survey set",30,8.41,1,"HALIBUT(ATLANTIC)"
"NED2016016",192,"2016-08-03 22:44:00",87,89,17,8.5,42.9226666666667,-65.1723333333333,2016,1,"Stratified random survey set",30,21.62,1,"HALIBUT(ATLANTIC)"
"NED2016016",22,"2016-07-06 00:46:00",60,62,12.2,7.6,42.8335,-65.7175,2016,1,"Stratified random survey set",30,1.098,1,"HALIBUT(ATLANTIC)"
"NED2014018",172,"2014-08-09 08:18:00",31,31,20.48,0.98,46.4443333333333,-59.862,2014,1,"Stratified random survey set",30,0.289,1,"HALIBUT(ATLANTIC)"
"NED2011025",19,"2011-07-07 19:14:00",48,50,15.31,4.4,43.0383333333333,-64.833,2011,1,"Stratified random survey set",30,0.318,1,"HALIBUT(ATLANTIC)"
"NED2014018",215,"2014-08-14 09:05:00",124,125,20.97,8.67,43.9875,-58.5986666666667,2014,1,"Stratified random survey set",30,2.4,2,"HALIBUT(ATLANTIC)"
"NED2012022",66,"2012-07-12 16:26:00",62,75,16.19,9.34,43.6816666666667,-66.744,2012,1,"Stratified random survey set",30,12.29,5,"HALIBUT(ATLANTIC)"
"NED2013022",55,"2013-07-08 12:17:00",59,63,12.74,8.29,43.6505,-66.823,2013,1,"Stratified random survey set",30,2.13,2,"HALIBUT(ATLANTIC)"
"NED2013022",146,"2013-07-19 22:28:00",119,120,16.57,6.27,44.1975,-59.5308333333333,2013,1,"Stratified random survey set",30,32.98,7,"HALIBUT(ATLANTIC)"
"NED2016016",217,"2016-08-06 15:15:00",51,51,20.1,11.5,43.2286666666667,-62.3845,2016,1,"Stratified random survey set",30,3.37,2,"HALIBUT(ATLANTIC)"
"NED2016016",28,"2016-07-06 19:55:00",44,45,16.2,8.2,42.0703333333333,-66.2733333333333,2016,1,"Stratified random survey set",30,9.21,2,"HALIBUT(ATLANTIC)"
"NED2017020",177,"2017-07-26 22:06:00",59,64,15.75,2.72,45.3681666666667,-57.8998333333333,2017,1,"Stratified random survey set",30,1.364,2,"HALIBUT(ATLANTIC)"
"TEL2016003",56,"2016-03-21 22:57:00",40,42,NA,NA,44.9483333333333,-66.5173333333333,2016,1,"Stratified random survey set",30,11.67,1,"HALIBUT(ATLANTIC)"
"NED2011025",127,"2011-07-19 09:37:00",46,48,14.83,5.83,43.2801666666667,-61.7658333333333,2011,1,"Stratified random survey set",30,7.22,2,"HALIBUT(ATLANTIC)"
"NED2010027",14,"2010-07-08 11:09:00",73,76,17.33,6.29,43.598,-64.7131666666667,2010,1,"Stratified random survey set",30,0.89,1,"HALIBUT(ATLANTIC)"
"NED2013028",2,"2013-07-31 12:28:00",98,100,NA,NA,47.039,-60.1548333333333,2013,5,"Comparative fishing experiment",30,0.918,1,"HALIBUT(ATLANTIC)"
"NED2013002",26,"2013-03-01 10:08:00",93,94,5.92,8.61,42.172,-67.2575,2013,1,"Stratified random survey set",30,1.51,1,"HALIBUT(ATLANTIC)"
"NED2013028",23,"2013-08-02 18:26:00",81,94,NA,NA,44.2826666666667,-60.3768333333333,2013,5,"Comparative fishing experiment",30,37.47,4,"HALIBUT(ATLANTIC)"
"NED2016116",7,"2016-08-11 13:31:00",138,157,19.3,7.8,44.8106666666667,-57.3298333333333,2016,5,"Comparative fishing experiment",30,2.16,1,"HALIBUT(ATLANTIC)"
"NED2017020",229,"2017-08-04 20:36:00",31,32,18.46,4.67,43.7923333333333,-60.0736666666667,2017,1,"Stratified random survey set",30,30.88,1,"HALIBUT(ATLANTIC)"
"NED2011025",125,"2011-07-19 04:19:00",43,45,14.43,5.91,43.493,-61.8096666666667,2011,1,"Stratified random survey set",30,2.26,2,"HALIBUT(ATLANTIC)"
"NED2010027",78,"2010-07-16 10:42:00",55,56,14.46,7.62,42.342,-65.4903333333333,2010,1,"Stratified random survey set",30,0.386,1,"HALIBUT(ATLANTIC)"
"NED2017020",133,"2017-07-20 02:43:00",74,80,17.23,9.64,44.4076666666667,-62.6615,2017,1,"Stratified random survey set",30,16.87,3,"HALIBUT(ATLANTIC)"
"TEL2018023",5,"2018-07-14 10:02:00",70,74,15.1,10.4,43.8408333333333,-63.3308333333333,2018,1,"Stratified random survey set",30,4,1,"HALIBUT(ATLANTIC)"
"NED2017020",6,"2017-06-28 15:49:00",85,86,11.86,10.8,43.3066666666667,-63.2431666666667,2017,1,"Stratified random survey set",30,2.36,1,"HALIBUT(ATLANTIC)"
"NED2013022",71,"2013-07-10 04:36:00",44,46,13.45,8.92,44.9523333333333,-65.7486666666667,2013,1,"Stratified random survey set",30,19.11,2,"HALIBUT(ATLANTIC)"
"NED2016016",231,"2016-08-08 03:45:00",48,51,20.1,7.8,43.9855,-61.4021666666667,2016,1,"Stratified random survey set",30,9.32,7,"HALIBUT(ATLANTIC)"
"NED2013022",172,"2013-07-22 13:50:00",44,47,18.89,5.46,44.3045,-61.16,2013,1,"Stratified random survey set",30,4.428,1,"HALIBUT(ATLANTIC)"
"NED2013022",136,"2013-07-19 00:42:00",27,30,16.45,4.6,43.7655,-60.4388333333333,2013,1,"Stratified random survey set",30,17.12,2,"HALIBUT(ATLANTIC)"
"NED2010002",41,"2010-03-16 15:15:00",245,247,NA,NA,45.4788333333333,-57.601,2010,1,"Stratified random survey set",30,8.77,1,"HALIBUT(ATLANTIC)"
"NED2017020",171,"2017-07-25 01:59:00",79,82,14.65,3.72,46.3365,-59.1318333333333,2017,1,"Stratified random survey set",30,9.84,1,"HALIBUT(ATLANTIC)"
"NED2016016",205,"2016-08-05 06:10:00",50,51,18.8,9,43.053,-64.0298333333333,2016,1,"Stratified random survey set",30,7.36,1,"HALIBUT(ATLANTIC)"
"NED2016016",55,"2016-07-11 09:09:00",41,48,11.7,8.1,44.7351666666667,-66.6698333333333,2016,1,"Stratified random survey set",30,2.83,2,"HALIBUT(ATLANTIC)"
"NED2011025",280,"2011-08-08 03:49:00",54,55,17,8.86,43.3155,-62.7906666666667,2011,1,"Stratified random survey set",30,1.05,6,"HALIBUT(ATLANTIC)"
"NED2013022",91,"2013-07-12 13:56:00",62,62,NA,NA,42.7473333333333,-64.4061666666667,2013,1,"Stratified random survey set",30,4.61,1,"HALIBUT(ATLANTIC)"
"NED2012022",154,"2012-07-26 21:03:00",103,112,18.02,3.71,44.9008333333333,-60.0161666666667,2012,1,"Stratified random survey set",30,20.97,1,"HALIBUT(ATLANTIC)"
"NED2014018",23,"2014-07-14 01:25:00",46,48,12.85,13.12,42.5141666666667,-65.785,2014,1,"Stratified random survey set",30,10.26,3,"HALIBUT(ATLANTIC)"
"NED2014101",14,"2014-03-11 15:29:00",83,84,NA,NA,43.2811666666667,-65.2168333333333,2014,1,"Stratified random survey set",30,6.38,1,"HALIBUT(ATLANTIC)"
"NED2013028",42,"2013-08-07 15:11:00",80,82,NA,NA,43.4443333333333,-63.874,2013,5,"Comparative fishing experiment",30,3.93,1,"HALIBUT(ATLANTIC)"
"NED2013028",99,"2013-08-11 20:36:00",49,49,NA,NA,42.4941666666667,-65.7598333333333,2013,5,"Comparative fishing experiment",30,14.37,4,"HALIBUT(ATLANTIC)"
"NED2013028",13,"2013-08-01 18:25:00",87,89,NA,NA,45.3718333333333,-57.7725,2013,5,"Comparative fishing experiment",30,3.16,3,"HALIBUT(ATLANTIC)"
"NED2013028",156,"2013-08-15 17:15:00",109,112,NA,NA,44.1891666666667,-59.5555,2013,5,"Comparative fishing experiment",30,4.51,1,"HALIBUT(ATLANTIC)"
"NED2015017",84,"2015-07-11 13:57:00",28,30,9.99,9.77,45.1296666666667,-65.0485,2015,1,"Stratified random survey set",30,35.02,2,"HALIBUT(ATLANTIC)"
"NED2014102",49,"2014-03-21 16:57:00",55,56,NA,NA,42.8275,-64.7015,2014,5,"Comparative fishing experiment",30,0.49,1,"HALIBUT(ATLANTIC)"
"NED2013022",14,"2013-07-04 04:32:00",44,46,12.88,5.87,42.9848333333333,-64.7636666666667,2013,1,"Stratified random survey set",30,0.344,1,"HALIBUT(ATLANTIC)"
"NED2011025",199,"2011-07-30 16:17:00",89,95,15.29,5.28,46.8798333333333,-59.9803333333333,2011,1,"Stratified random survey set",30,0.86,1,"HALIBUT(ATLANTIC)"
"NED2014102",16,"2014-03-11 23:03:00",42,42,NA,NA,42.7896666666667,-65.986,2014,5,"Comparative fishing experiment",30,0.21,2,"HALIBUT(ATLANTIC)"
"NED2015017",49,"2015-07-07 15:27:00",85,90,14.56,7.02,43.2595,-64.9575,2015,1,"Stratified random survey set",30,4.82,3,"HALIBUT(ATLANTIC)"
"NED2014018",204,"2014-08-12 23:09:00",62,64,21.84,6.26,44.3893333333333,-57.541,2014,1,"Stratified random survey set",30,5.17,3,"HALIBUT(ATLANTIC)"
"NED2015017",123,"2015-08-03 23:28:00",58,60,20.02,9.18,43.0606666666667,-62.6765,2015,1,"Stratified random survey set",30,7.34,2,"HALIBUT(ATLANTIC)"
"VEN2018002",55,"2018-03-26 09:38:00",42,42,NA,7.3,42.0121666666667,-66.242,2018,1,"Stratified random survey set",30,43.22,1,"HALIBUT(ATLANTIC)"
"NED2016016",99,"2016-07-20 21:55:00",77,77,14.9,10.7,44.6245,-62.0896666666667,2016,1,"Stratified random survey set",30,1.72,1,"HALIBUT(ATLANTIC)"
"NED2015017",28,"2015-07-02 19:51:00",60,61,11.65,5.57,43.3815,-63.9266666666667,2015,1,"Stratified random survey set",30,2.31,2,"HALIBUT(ATLANTIC)"
"NED2017020",159,"2017-07-23 16:46:00",53,56,19.96,1.97,46.5428333333333,-60.2656666666667,2017,1,"Stratified random survey set",30,16.5,1,"HALIBUT(ATLANTIC)"
"TEL2018023",27,"2018-07-17 01:10:00",72,74,15.4,7.1,43.5328333333333,-64.5393333333333,2018,1,"Stratified random survey set",30,4.66,2,"HALIBUT(ATLANTIC)"
"NED2012002",110,"2012-03-12 10:05:00",57,59,3.45,7.44,42.6028333333333,-65.1538333333333,2012,1,"Stratified random survey set",30,8.46,2,"HALIBUT(ATLANTIC)"
"NED2016016",206,"2016-08-05 08:14:00",66,68,19.5,9,43.106,-63.77,2016,1,"Stratified random survey set",30,0.746,1,"HALIBUT(ATLANTIC)"
"NED2011025",157,"2011-07-21 21:30:00",22,24,13.25,5.07,44.607,-60.6395,2011,1,"Stratified random survey set",30,1.34,2,"HALIBUT(ATLANTIC)"
"NED2017020",134,"2017-07-20 08:10:00",85,87,16.94,9.51,44.574,-61.7991666666667,2017,1,"Stratified random survey set",30,2.7,1,"HALIBUT(ATLANTIC)"
"NED2013028",5,"2013-07-31 23:00:00",86,89,NA,NA,46.3148333333333,-59.081,2013,5,"Comparative fishing experiment",30,22.95,1,"HALIBUT(ATLANTIC)"
"NED2014018",8,"2014-07-12 16:47:00",68,73,10.99,8.06,43.4265,-64.4456666666667,2014,1,"Stratified random survey set",30,0.844,1,"HALIBUT(ATLANTIC)"
"NED2015017",231,"2015-08-16 10:45:00",63,67,17.96,11.19,43.3391666666667,-61.0405,2015,1,"Stratified random survey set",30,0.95,1,"HALIBUT(ATLANTIC)"
"NED2011002",6,"2011-02-22 13:37:00",134,137,NA,NA,42.315,-66.1565,2011,1,"Stratified random survey set",30,2.81,1,"HALIBUT(ATLANTIC)"
"NED2012002",118,"2012-03-13 05:01:00",68,69,3.98,9.8,42.4688333333333,-65.8756666666667,2012,1,"Stratified random survey set",30,3.59,5,"HALIBUT(ATLANTIC)"
"NED2013028",11,"2013-08-01 14:28:00",179,183,NA,NA,45.5208333333333,-57.8418333333333,2013,5,"Comparative fishing experiment",30,20.97,1,"HALIBUT(ATLANTIC)"
"NED2011025",29,"2011-07-08 19:44:00",49,50,13.14,7.03,42.5083333333333,-65.6253333333333,2011,1,"Stratified random survey set",30,0.886,1,"HALIBUT(ATLANTIC)"
"NED2013028",27,"2013-08-03 06:42:00",44,45,NA,NA,43.3271666666667,-61.603,2013,5,"Comparative fishing experiment",30,2.05,1,"HALIBUT(ATLANTIC)"
"NED2016116",40,"2016-08-14 10:50:00",37,38,NA,NA,43.6275,-62.4436666666667,2016,5,"Comparative fishing experiment",30,5.96,2,"HALIBUT(ATLANTIC)"
"NED2016016",94,"2016-07-15 22:11:00",43,45,14,8.2,42.6993333333333,-65.932,2016,1,"Stratified random survey set",30,4.996,7,"HALIBUT(ATLANTIC)"
"NED2014102",30,"2014-03-17 14:53:00",43,44,NA,NA,44.88,-65.6653333333333,2014,5,"Comparative fishing experiment",30,0.11,2,"HALIBUT(ATLANTIC)"
"NED2015017",62,"2015-07-09 03:52:00",34,36,8.29,8.29,42.7386666666667,-66.2656666666667,2015,1,"Stratified random survey set",30,1.161,4,"HALIBUT(ATLANTIC)"
"NED2010027",38,"2010-07-10 22:22:00",68,71,9.69,7.92,43.2823333333333,-66.6191666666667,2010,1,"Stratified random survey set",30,5.23,1,"HALIBUT(ATLANTIC)"
"NED2014018",19,"2014-07-13 18:43:00",50,50,12.92,6.93,42.6755,-65.4236666666667,2014,1,"Stratified random survey set",30,7.88,2,"HALIBUT(ATLANTIC)"
"NED2010027",94,"2010-07-18 04:44:00",49,50,18.87,5.75,43.3835,-62.0056666666667,2010,1,"Stratified random survey set",30,17.66,3,"HALIBUT(ATLANTIC)"
"NED2010027",29,"2010-07-10 00:15:00",49,50,15.39,5.37,42.6491666666667,-65.5791666666667,2010,1,"Stratified random survey set",30,0.458,1,"HALIBUT(ATLANTIC)"
"NED2014018",13,"2014-07-13 04:41:00",43,46,11.63,7.13,42.9441666666667,-64.7805,2014,1,"Stratified random survey set",30,0.532,1,"HALIBUT(ATLANTIC)"
"NED2016016",88,"2016-07-15 08:18:00",99,102,14.8,9.3,42.6275,-66.7566666666667,2016,1,"Stratified random survey set",30,9.39,1,"HALIBUT(ATLANTIC)"
"NED2017020",228,"2017-08-04 18:16:00",20,22,16.61,11.93,43.883,-59.7105,2017,1,"Stratified random survey set",30,12.84,2,"HALIBUT(ATLANTIC)"
